"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.15507526104617e-23,0.777515509643199,0.486,0.22,3.56571733084952e-19,"12","AP2A2"
1.17229385840645e-23,0.652684402157677,0.844,0.569,3.6188711409007e-19,"12","DBI"
1.22972456450406e-23,0.783394989452477,0.467,0.21,3.79615973062404e-19,"12","TCEAL9"
1.24456322365548e-23,0.697291624981391,0.886,0.564,3.84196667142448e-19,"12","HLA-DQA1"
1.47677674285832e-23,0.822022610686664,0.705,0.409,4.55880980520365e-19,"12","TUBB"
1.58177316685943e-23,1.20707041766804,0.349,0.141,4.88293376609506e-19,"12","BNC2"
1.59353649185234e-23,0.892611680804956,0.768,0.482,4.91924715034818e-19,"12","CHCHD10"
1.63632073437595e-23,0.7611930402329,0.451,0.196,5.05132210701855e-19,"12","ZNF710"
1.6381791731979e-23,0.958809956385775,0.295,0.105,5.05705910766191e-19,"12","SFXN3"
1.64637268491483e-23,1.16123123187977,0.378,0.161,5.08235247833208e-19,"12","TBC1D12"
1.73763316238801e-23,0.95676873172558,0.371,0.152,5.36407357229179e-19,"12","RALB"
1.88245300111379e-23,0.784079466454124,0.429,0.185,5.81113241443827e-19,"12","ARL2"
2.0623546134547e-23,0.770804717493337,0.771,0.489,6.36648869173467e-19,"12","NOP10"
2.07804864522703e-23,0.528884733695591,0.613,0.298,6.41493616781585e-19,"12","RAP2B"
2.10701035518378e-23,0.93383832917553,0.371,0.152,6.50434096645233e-19,"12","RPS6KA2"
2.4632508697951e-23,1.00868920531142,0.337,0.132,7.60405543505747e-19,"12","SCARB1"
2.52940552945034e-23,1.03023391376098,0.314,0.118,7.80827486941319e-19,"12","C3"
2.55450017068919e-23,1.11458667391189,0.324,0.125,7.88574202691752e-19,"12","TLNRD1"
2.55646964206616e-23,0.619984206152724,0.463,0.202,7.89182178505824e-19,"12","TMBIM1"
2.63575904154813e-23,0.776056046015468,0.549,0.262,8.13658816125909e-19,"12","SCO2"
3.05365455942738e-23,0.619450568737985,0.848,0.492,9.42663162495232e-19,"12","FOSL2"
3.24134441834375e-23,0.705352094211998,0.337,0.127,1.00060302194272e-18,"12","CINP"
3.34146088807897e-23,0.622783247768616,0.514,0.239,1.03150897614998e-18,"12","EHBP1L1"
3.7494260459223e-23,0.683410387458485,0.73,0.409,1.15744782037621e-18,"12","DPP7"
3.86658032550964e-23,0.833573203668247,0.505,0.237,1.19361334648483e-18,"12","AZI2"
4.08356388222283e-23,0.745804691530351,0.463,0.209,1.26059617044219e-18,"12","SNX27"
4.43378109254549e-23,1.09123859446879,0.432,0.198,1.36870822326879e-18,"12","DUSP6"
5.05495416716441e-23,1.24076386569301,0.254,0.087,1.56046435140365e-18,"12","APOBR"
5.18510645710713e-23,0.969228001905372,0.448,0.197,1.60064236330897e-18,"12","MARCH2"
5.24717848860277e-23,0.502088620249307,0.784,0.425,1.61980399943167e-18,"12","YBX3"
5.61024220987845e-23,1.0098343085683,0.514,0.249,1.73188177018948e-18,"12","KLF7"
5.6989380013593e-23,0.960177854521276,0.276,0.098,1.75926216101962e-18,"12","SELENON"
5.78934297178661e-23,1.21404041734764,0.387,0.165,1.78717017539053e-18,"12","STX3"
6.40577592721634e-23,0.628494799168752,0.952,0.792,1.97746302873169e-18,"12","NAMPT"
6.65639418483192e-23,0.954469220929235,0.444,0.202,2.05482888485761e-18,"12","SLC41A2"
9.02592797844735e-23,0.888528488722647,0.524,0.252,2.7863039669467e-18,"12","SESN2"
9.97239802218508e-23,0.52025038700201,0.581,0.272,3.07847926944853e-18,"12","HK1"
1.01784373298458e-22,0.695647307285133,0.543,0.263,3.14208360372339e-18,"12","UBE2L6"
1.08315824922073e-22,0.84632308223837,0.514,0.241,3.34370951534439e-18,"12","PLEC"
1.14548714642314e-22,0.938048570985624,0.352,0.142,3.53611882100823e-18,"12","DHRS4L2"
1.16423799035381e-22,1.10495237021834,0.257,0.088,3.59400267622222e-18,"12","TRIP6"
1.17979715106039e-22,1.05888052287753,0.298,0.115,3.64203380532341e-18,"12","SELENOP"
1.18277651186606e-22,0.917057994118434,0.463,0.212,3.65123109213054e-18,"12","CD72"
1.3854760213559e-22,0.758048216721121,0.492,0.229,4.27696447792565e-18,"12","IL10RB"
1.85438683238538e-22,0.579341975324441,0.667,0.351,5.72449215157366e-18,"12","MAPKAP1"
1.88686290897621e-22,0.789307093982327,0.508,0.233,5.82474580000955e-18,"12","RHBDF2"
1.88838643398251e-22,1.16110706962462,0.422,0.193,5.829448921704e-18,"12","ITSN1"
2.15753602806751e-22,1.65484183039578,0.263,0.095,6.66031371864439e-18,"12","PLEKHA6"
2.28664815607636e-22,1.06313843569216,0.413,0.181,7.05888285780773e-18,"12","ADAM8"
2.38549411635669e-22,0.685674220770639,0.514,0.242,7.36402033719311e-18,"12","ADIPOR1"
2.41235550739392e-22,1.41164682417846,0.292,0.11,7.44694145132503e-18,"12","TTC7B"
2.45264580053054e-22,0.629860598022248,0.584,0.291,7.57131758623777e-18,"12","IFI27L2"
2.60111748861624e-22,0.846881016189686,0.451,0.205,8.02964968735833e-18,"12","CAT"
2.60390032172438e-22,0.583880995372655,0.657,0.336,8.03824029316317e-18,"12","TXNDC17"
2.83593752616168e-22,0.730477443447174,0.635,0.323,8.75453914326111e-18,"12","KDELR2"
2.85276753656291e-22,1.23357683815956,0.324,0.129,8.80649338536972e-18,"12","SASH1"
2.90710908630368e-22,0.993209850864454,0.857,0.597,8.97424574941945e-18,"12","ATP2C1"
2.96448636006677e-22,0.532722070062005,0.759,0.429,9.15136939352613e-18,"12","ADAM10"
3.05094826904643e-22,0.60676594842569,0.34,0.131,9.41827730654633e-18,"12","SCIMP"
3.13095873881824e-22,0.600228013207947,0.394,0.164,9.6652696267319e-18,"12","SLC38A10"
3.41409258435812e-22,0.702942174506703,0.667,0.35,1.05393038079135e-17,"12","HADHB"
3.46339154797429e-22,0.68949564630799,0.581,0.295,1.06914897085966e-17,"12","DBNL"
3.53981785678517e-22,0.808509962483316,0.521,0.251,1.09274177238958e-17,"12","TWF2"
3.55256833856873e-22,0.845750165111403,0.308,0.117,1.09667784611617e-17,"12","OAS1"
3.7975098375843e-22,0.711156708413822,0.387,0.163,1.17229128686227e-17,"12","ZDHHC3"
4.02585619182414e-22,1.02656044862714,0.368,0.154,1.24278180641611e-17,"12","PDLIM7"
4.31912533805023e-22,1.34348680436553,0.321,0.126,1.33331399185611e-17,"12","SRC"
4.39014430841508e-22,0.600385360782294,0.625,0.317,1.35523754800774e-17,"12","TBK1"
4.41625379326717e-22,0.477390640314652,0.959,0.888,1.36329754598158e-17,"12","OAZ1"
4.90165197082963e-22,0.943455569219868,0.352,0.144,1.51313996339511e-17,"12","RAB34"
5.03790816516674e-22,0.498447493287663,0.73,0.389,1.55520225058697e-17,"12","SKAP2"
5.54522047676928e-22,0.755022397139005,0.356,0.143,1.71180956117868e-17,"12","SLC50A1"
5.60419405505244e-22,0.598478063665824,0.59,0.291,1.73001470479469e-17,"12","PSMC1"
5.70013060518925e-22,0.710195357884383,0.702,0.391,1.75963031782192e-17,"12","C9orf72"
5.8460780608571e-22,0.746118902763226,0.556,0.276,1.80468429738659e-17,"12","ECHS1"
6.76642619138039e-22,0.649081023122797,0.93,0.682,2.08879576527913e-17,"12","CTNNB1"
6.78740875200566e-22,0.680603644068953,0.717,0.401,2.09527308174415e-17,"12","NAPA"
8.15519659206325e-22,0.83385577558374,0.263,0.093,2.51750918796993e-17,"12","ATP13A1"
8.33573329534405e-22,0.689829329194086,0.413,0.179,2.57324086827271e-17,"12","ITPK1"
8.41050765413042e-22,0.53537310425476,0.556,0.272,2.59632371283006e-17,"12","DHRSX"
9.50256068659724e-22,1.13890847132865,0.267,0.097,2.93344048395257e-17,"12","RNF135"
9.63105650988694e-22,0.797908438223165,0.619,0.321,2.9731071446021e-17,"12","PSMD1"
1.00924691380408e-21,0.599032136307898,0.663,0.349,3.11554522291319e-17,"12","SCP2"
1.02115986132823e-21,0.617722530718389,0.775,0.447,3.15232049192025e-17,"12","BSG"
1.14632529543341e-21,0.55494293165616,0.644,0.335,3.53870618700295e-17,"12","ATP6V1E1"
1.15304374319327e-21,0.652266393881279,0.59,0.298,3.55944603523764e-17,"12","PIK3CB"
1.16780241604445e-21,0.869995496196191,0.321,0.127,3.60500605832921e-17,"12","DNAH17"
1.19254491305111e-21,0.854187221819724,0.489,0.221,3.68138614658879e-17,"12","TMEM35B"
1.27229889587305e-21,0.428196957832577,0.625,0.303,3.9275866915601e-17,"12","NCKAP1L"
1.27238820211348e-21,0.677927294446718,0.657,0.349,3.92786237992431e-17,"12","BMP2K"
1.39862991124273e-21,0.691002938960057,0.47,0.215,4.3175705360063e-17,"12","MRPL40"
1.50852497394297e-21,0.983688386515785,0.324,0.129,4.65681659456196e-17,"12","BSCL2"
1.58374341611504e-21,0.957381990478465,0.365,0.154,4.88901592554713e-17,"12","GNPDA1"
1.59420344303148e-21,0.548172092463364,0.594,0.298,4.92130602863818e-17,"12","IFNAR1"
1.67761561652252e-21,0.655760471568997,0.765,0.473,5.17879940820502e-17,"12","ATP5MF"
1.71885599820171e-21,0.799718050672205,0.429,0.195,5.30610846644869e-17,"12","CTTNBP2NL"
1.72455155210747e-21,0.668593747121052,0.644,0.341,5.32369064135575e-17,"12","GNB2"
1.75143886659476e-21,1.00291002802205,0.251,0.088,5.40669178117801e-17,"12","SLC27A1"
1.81949803611957e-21,0.579174046116825,0.635,0.33,5.61679043750111e-17,"12","EVI5"
1.84085955509079e-21,0.554412710260572,0.895,0.621,5.68273344656526e-17,"12","SNX3"
1.85153949654646e-21,0.662835475721513,0.419,0.182,5.71570242583892e-17,"12","RAB1B"
1.85467950157548e-21,0.621289329623346,0.638,0.332,5.7253956213635e-17,"12","MICOS13"
1.89546729717471e-21,0.631387587703523,0.333,0.131,5.85130754637831e-17,"12","CYB561D2"
1.95632576857607e-21,0.918516648794213,0.413,0.18,6.03917764759432e-17,"12","SPTSSA"
2.238584791783e-21,0.74993030533569,0.397,0.172,6.91051125223411e-17,"12","CREBL2"
2.34338574973503e-21,1.26783648275163,0.311,0.123,7.23403180943204e-17,"12","EVA1B"
2.4268223360637e-21,0.696407079908638,0.537,0.266,7.49160055142866e-17,"12","STK40"
2.63361923869218e-21,0.8050175155553,0.454,0.21,8.12998258984275e-17,"12","MCFD2"
2.64975086410492e-21,0.852560280085127,0.311,0.121,8.1797809174919e-17,"12","PIP5K1C"
2.73997756123747e-21,0.839222740092427,0.359,0.148,8.45831073154006e-17,"12","GLRX2"
2.86129575669486e-21,0.54205150627218,0.565,0.273,8.83282000091703e-17,"12","WBP2"
2.96386318796467e-21,1.03726006068449,0.54,0.281,9.14944566124694e-17,"12","SDF2L1"
3.44839552426348e-21,0.37897188623711,0.832,0.577,1.06451969834014e-16,"12","MT2A"
3.45799567798801e-21,0.553318418378404,0.676,0.349,1.0674832657949e-16,"12","SH2B3"
3.52164135400108e-21,0.56792967542577,0.686,0.367,1.08713068598013e-16,"12","ZNHIT1"
3.61513202172079e-21,0.713458063935345,0.546,0.276,1.11599125510521e-16,"12","DST"
3.73004107146082e-21,0.668073340242737,0.378,0.159,1.15146367875995e-16,"12","PRKACA"
3.7895091858778e-21,0.893741582839707,0.27,0.1,1.16982148568048e-16,"12","CLPB"
3.91843165399305e-21,0.665431591107057,0.549,0.267,1.20961985158766e-16,"12","CTNND1"
3.99564020376208e-21,0.910874067418904,0.298,0.115,1.23345413090135e-16,"12","PTGS2"
4.75941254366071e-21,0.615680360537604,0.638,0.336,1.46923065222806e-16,"12","WDR1"
4.89625061225689e-21,0.603512798046809,0.794,0.496,1.5114725640037e-16,"12","RPS27L"
5.03868833043035e-21,0.840518421785645,0.356,0.15,1.55544308760385e-16,"12","TNFRSF21"
5.14629049924889e-21,0.612290034599463,0.387,0.165,1.58865987711813e-16,"12","TMEM127"
5.35538946521497e-21,1.08306157077875,0.289,0.11,1.65320872791186e-16,"12","VASH1"
5.58778573095739e-21,0.970809778533631,0.295,0.113,1.72494945514655e-16,"12","FLCN"
5.59509178686509e-21,0.617651458886687,0.721,0.408,1.72720483460525e-16,"12","RPN2"
5.60449727397037e-21,0.689980283224278,0.343,0.143,1.73010830847465e-16,"12","GPAT3"
5.82416655674739e-21,0.745004631499428,0.327,0.13,1.79792021606792e-16,"12","MAP4K3-DT"
6.38056379111794e-21,1.33912737672934,0.263,0.098,1.96968004231811e-16,"12","SMOX"
6.67942744346698e-21,0.797566810673457,0.419,0.185,2.06193925179826e-16,"12","HPS1"
6.68392312380565e-21,0.685169039560309,0.476,0.228,2.0633270683188e-16,"12","TMEM33"
6.83229412091301e-21,1.08472404494453,0.33,0.135,2.10912919512585e-16,"12","CDC42BPB"
6.96021190231124e-21,1.07573868297621,0.27,0.1,2.14861741424348e-16,"12","MPND"
7.23657315338681e-21,0.922864761643509,0.422,0.195,2.23393013245051e-16,"12","TRIM25"
7.23949647890654e-21,0.792313706068113,0.416,0.182,2.23483256303845e-16,"12","COA3"
7.4208028146814e-21,0.780405018321911,0.324,0.128,2.29080182889215e-16,"12","COPG1"
7.49511544637901e-21,0.706304327892862,0.629,0.337,2.3137421382972e-16,"12","RNF181"
7.65883679666495e-21,0.845601421807971,0.521,0.259,2.36428291913047e-16,"12","SLC39A8"
7.79537945712551e-21,0.679754186016331,0.889,0.682,2.40643363841465e-16,"12","CALR"
8.4485080972883e-21,0.941459608611189,0.47,0.225,2.6080544496329e-16,"12","CIAO2A"
8.47599919948024e-21,0.687772624338882,0.784,0.472,2.61654095287955e-16,"12","PRNP"
8.54444958397509e-21,0.781030352319308,0.362,0.15,2.63767158657311e-16,"12","ELOVL1"
8.55103570849793e-21,0.608870158051994,0.444,0.198,2.63970472321331e-16,"12","TNFSF12"
9.21347609971785e-21,1.14898049952628,0.371,0.162,2.8442000719829e-16,"12","DOCK7"
9.84212846804064e-21,0.599255073361248,0.562,0.277,3.03826505808414e-16,"12","GRK3"
1.04031624612659e-20,0.671996831041523,0.679,0.371,3.21145625179277e-16,"12","NDUFA3"
1.06168404326551e-20,1.36837363370184,0.273,0.101,3.27741864156062e-16,"12","EGR2"
1.06191181707793e-20,0.696105073313892,0.686,0.382,3.27812177931956e-16,"12","TMED9"
1.07646232461626e-20,0.60881787081499,0.759,0.445,3.3230391960904e-16,"12","YWHAH"
1.15339817418164e-20,0.681622114426509,0.851,0.598,3.56054016369871e-16,"12","ELOB"
1.25016176495228e-20,1.20897931376917,0.311,0.126,3.85924936840769e-16,"12","SIGLEC10"
1.25879764343788e-20,0.692503731058868,0.451,0.207,3.88590832529275e-16,"12","MVP"
1.2846447348923e-20,0.625282260657453,0.73,0.415,3.96569829661253e-16,"12","RAB5C"
1.32927219955266e-20,0.465635174188466,0.483,0.221,4.10346328001906e-16,"12","FBXW5"
1.33978209307632e-20,0.833244326835364,0.495,0.245,4.13590732132661e-16,"12","AGPS"
1.34876817851149e-20,0.5960343956973,0.387,0.164,4.16364736706496e-16,"12","WASHC2C"
1.35274987672206e-20,0.881266052937496,0.41,0.186,4.17593886944101e-16,"12","NUBP1"
1.46438144577927e-20,1.18688239366266,0.263,0.098,4.5205455231206e-16,"12","MSANTD3"
1.49052359931993e-20,1.12133039710307,0.317,0.128,4.60124635110063e-16,"12","OSM"
1.49122534180205e-20,0.620982068998714,0.673,0.365,4.60341263014292e-16,"12","TMEM219"
1.63222321572791e-20,0.773047938812329,0.575,0.303,5.03867306695206e-16,"12","SNAPC1"
1.66279250010963e-20,0.934768977708407,0.365,0.156,5.13304044783842e-16,"12","COPRS"
1.71347343970447e-20,0.707320867526646,0.302,0.118,5.28949250836771e-16,"12","PIGS"
1.83275350593065e-20,0.599281356129348,0.743,0.421,5.65771007280792e-16,"12","CLTC"
1.90445251633671e-20,0.662473127062385,0.816,0.533,5.87904491793141e-16,"12","RHOB"
1.94763327556944e-20,0.640214843857444,0.708,0.393,6.01234392168287e-16,"12","HDLBP"
1.95168840559098e-20,0.651878840587707,0.629,0.336,6.02486210805935e-16,"12","SDCCAG8"
2.09864980428909e-20,0.736206912046264,0.597,0.314,6.47853194584043e-16,"12","AHCYL1"
2.1239713703223e-20,1.32984611934918,0.295,0.117,6.55669962018493e-16,"12","RCAN1"
2.2685177162366e-20,0.645188380252313,0.829,0.562,7.00291419002239e-16,"12","CD164"
2.33302141014324e-20,0.764060183925918,0.568,0.295,7.20203709311219e-16,"12","GPI"
2.37240367529081e-20,1.1081444514623,0.444,0.217,7.32361014562273e-16,"12","TMEM163"
2.61474325997175e-20,0.637054888202429,0.349,0.144,8.07171244353279e-16,"12","TBC1D9B"
2.69740511071862e-20,0.600427199195231,0.594,0.303,8.32688957678838e-16,"12","PTPN6"
